TF_ID	Gene_ID	Family
Glyma.19G236400.3.p	Glyma.19G236400	NF-YC
Glyma.19G236900.1.p	Glyma.19G236900	bHLH
Glyma.19G236900.2.p	Glyma.19G236900	bHLH
Glyma.19G242600.1.p	Glyma.19G242600	GeBP
Glyma.19G243500.1.p	Glyma.19G243500	Trihelix
Glyma.19G243500.2.p	Glyma.19G243500	Trihelix
Glyma.19G244800.1.p	Glyma.19G244800	bZIP
Glyma.19G249500.1.p	Glyma.19G249500	Whirly
Glyma.19G249500.2.p	Glyma.19G249500	Whirly
Glyma.19G252600.1.p	Glyma.19G252600	bZIP
Glyma.19G252600.2.p	Glyma.19G252600	bZIP
Glyma.19G252600.3.p	Glyma.19G252600	bZIP
Glyma.19G252600.4.p	Glyma.19G252600	bZIP
Glyma.19G252600.5.p	Glyma.19G252600	bZIP
Glyma.19G252600.6.p	Glyma.19G252600	bZIP
Glyma.19G254800.1.p	Glyma.19G254800	WRKY
Glyma.19G256700.1.p	Glyma.19G256700	bHLH
Glyma.19G257300.1.p	Glyma.19G257300	LBD
Glyma.19G257500.1.p	Glyma.19G257500	Dof
Glyma.19G257500.2.p	Glyma.19G257500	Dof
Glyma.19G259500.1.p	Glyma.19G259500	NAC
Glyma.19G259500.2.p	Glyma.19G259500	NAC
Glyma.19G259700.1.p	Glyma.19G259700	NAC
Glyma.20G000600.1.p	Glyma.20G000600	NF-YB
Glyma.20G001600.1.p	Glyma.20G001600	TCP
Glyma.20G006400.1.p	Glyma.20G006400	SBP
Glyma.20G006400.2.p	Glyma.20G006400	SBP
Glyma.20G007700.1.p	Glyma.20G007700	bZIP
Glyma.20G007700.2.p	Glyma.20G007700	bZIP
Glyma.20G007700.3.p	Glyma.20G007700	bZIP
Glyma.20G007700.4.p	Glyma.20G007700	bZIP
Glyma.20G007700.5.p	Glyma.20G007700	bZIP
Glyma.20G007700.6.p	Glyma.20G007700	bZIP
Glyma.20G016400.1.p	Glyma.20G016400	Nin-like
Glyma.20G016500.1.p	Glyma.20G016500	Nin-like
Glyma.20G023400.1.p	Glyma.20G023400	LBD
Glyma.20G024700.1.p	Glyma.20G024700	FAR1
Glyma.20G028000.1.p	Glyma.20G028000	WRKY
Glyma.20G030500.1.p	Glyma.20G030500	WRKY
Glyma.20G032700.1.p	Glyma.20G032700	bZIP
Glyma.20G033300.1.p	Glyma.20G033300	NAC
Glyma.20G035200.1.p	Glyma.20G035200	Dof
Glyma.20G036500.1.p	Glyma.20G036500	ZF-HD
Glyma.20G037100.1.p	Glyma.20G037100	SRS
Glyma.20G037100.2.p	Glyma.20G037100	SRS
Glyma.20G042000.1.p	Glyma.20G042000	HSF
Glyma.20G049200.1.p	Glyma.20G049200	bZIP
Glyma.20G049200.2.p	Glyma.20G049200	bZIP
Glyma.20G051500.1.p	Glyma.20G051500	EIL
Glyma.20G051500.2.p	Glyma.20G051500	EIL
Glyma.20G053500.1.p	Glyma.20G053500	FAR1
Glyma.20G070300.1.p	Glyma.20G070300	ZF-HD
Glyma.20G075300.1.p	Glyma.20G075300	ZF-HD
Glyma.20G075400.1.p	Glyma.20G075400	ZF-HD
Glyma.20G075600.1.p	Glyma.20G075600	ZF-HD
Glyma.20G075800.1.p	Glyma.20G075800	ZF-HD
Glyma.20G076100.1.p	Glyma.20G076100	FAR1
Glyma.20G088600.1.p	Glyma.20G088600	bHLH
Glyma.20G088600.2.p	Glyma.20G088600	bHLH
Glyma.20G091200.1.p	Glyma.20G091200	bHLH
Glyma.20G103400.1.p	Glyma.20G103400	TCP
Glyma.20G107500.1.p	Glyma.20G107500	bHLH
Glyma.20G113600.1.p	Glyma.20G113600	bZIP
Glyma.20G115700.1.p	Glyma.20G115700	LBD
Glyma.20G130200.1.p	Glyma.20G130200	bHLH
Glyma.20G132100.1.p	Glyma.20G132100	FAR1
Glyma.20G132100.2.p	Glyma.20G132100	FAR1
Glyma.20G132100.3.p	Glyma.20G132100	FAR1
Glyma.20G132100.4.p	Glyma.20G132100	FAR1
Glyma.20G133000.1.p	Glyma.20G133000	LBD
Glyma.20G133600.1.p	Glyma.20G133600	bHLH
Glyma.20G133700.1.p	Glyma.20G133700	bHLH
Glyma.20G148500.1.p	Glyma.20G148500	TCP
Glyma.20G149100.1.p	Glyma.20G149100	CPP
Glyma.20G150300.1.p	Glyma.20G150300	HSF
Glyma.20G152900.1.p	Glyma.20G152900	bHLH
Glyma.20G152900.2.p	Glyma.20G152900	bHLH
Glyma.20G153000.1.p	Glyma.20G153000	bHLH
Glyma.20G154400.1.p	Glyma.20G154400	TCP
Glyma.20G154400.2.p	Glyma.20G154400	TCP
Glyma.20G156100.1.p	Glyma.20G156100	FAR1
Glyma.20G156800.1.p	Glyma.20G156800	HSF
Glyma.20G160200.1.p	Glyma.20G160200	Nin-like
Glyma.20G162100.1.p	Glyma.20G162100	GRAS
Glyma.20G163200.1.p	Glyma.20G163200	WRKY
Glyma.20G166500.1.p	Glyma.20G166500	Trihelix
Glyma.20G166600.1.p	Glyma.20G166600	Trihelix
Glyma.20G166800.1.p	Glyma.20G166800	Trihelix
Glyma.20G172100.1.p	Glyma.20G172100	NAC
Glyma.20G172100.2.p	Glyma.20G172100	NAC
Glyma.20G172100.4.p	Glyma.20G172100	NAC
Glyma.20G175500.1.p	Glyma.20G175500	NAC
Glyma.20G175500.2.p	Glyma.20G175500	NAC
Glyma.20G176800.1.p	Glyma.20G176800	GRAS
Glyma.20G177600.1.p	Glyma.20G177600	LBD
Glyma.20G180100.1.p	Glyma.20G180100	GATA
Glyma.20G184300.1.p	Glyma.20G184300	bHLH
Glyma.20G184300.2.p	Glyma.20G184300	bHLH
Glyma.20G184500.1.p	Glyma.20G184500	Trihelix
Glyma.20G185500.1.p	Glyma.20G185500	bHLH
Glyma.20G185500.2.p	Glyma.20G185500	bHLH
Glyma.20G185500.3.p	Glyma.20G185500	bHLH
Glyma.20G185500.4.p	Glyma.20G185500	bHLH
Glyma.20G185800.1.p	Glyma.20G185800	NAC
Glyma.20G185800.2.p	Glyma.20G185800	NAC
Glyma.20G185800.3.p	Glyma.20G185800	NAC
Glyma.20G188100.1.p	Glyma.20G188100	Trihelix
Glyma.20G189000.1.p	Glyma.20G189000	Trihelix
Glyma.20G192300.1.p	Glyma.20G192300	NAC
Glyma.20G192500.1.p	Glyma.20G192500	NAC
Glyma.20G192500.2.p	Glyma.20G192500	NAC
Glyma.20G192500.3.p	Glyma.20G192500	NAC
Glyma.20G198500.1.p	Glyma.20G198500	NF-YB
Glyma.20G198500.2.p	Glyma.20G198500	NF-YB
Glyma.20G198500.3.p	Glyma.20G198500	NF-YB
Glyma.20G198500.4.p	Glyma.20G198500	NF-YB
Glyma.20G200500.1.p	Glyma.20G200500	GRAS
Glyma.20G214300.1.p	Glyma.20G214300	ZF-HD
Glyma.20G216600.1.p	Glyma.20G216600	Dof
Glyma.20G216700.1.p	Glyma.20G216700	bHLH
Glyma.20G224000.1.p	Glyma.20G224000	Trihelix
Glyma.20G224000.2.p	Glyma.20G224000	Trihelix
Glyma.20G224500.1.p	Glyma.20G224500	bZIP
Glyma.20G224500.2.p	Glyma.20G224500	bZIP
Glyma.20G224700.1.p	Glyma.20G224700	bHLH
Glyma.20G224700.2.p	Glyma.20G224700	bHLH
Glyma.20G228300.1.p	Glyma.20G228300	GeBP
Glyma.20G228500.1.p	Glyma.20G228500	GeBP
Glyma.20G231800.1.p	Glyma.20G231800	bHLH
Glyma.20G232400.1.p	Glyma.20G232400	NF-YC
Glyma.20G234900.1.p	Glyma.20G234900	NF-YB
Glyma.20G234900.2.p	Glyma.20G234900	NF-YB
Glyma.20G246400.1.p	Glyma.20G246400	bZIP
Glyma.20G246400.2.p	Glyma.20G246400	bZIP
Glyma.20G246400.3.p	Glyma.20G246400	bZIP
Glyma.20G246400.4.p	Glyma.20G246400	bZIP
Glyma.20G248100.1.p	Glyma.20G248100	bHLH
Glyma.20G249900.1.p	Glyma.20G249900	Trihelix
Glyma.U009700.1.p	Glyma.U009700	NF-YB
Glyma.U012500.1.p	Glyma.U012500	LBD
Glyma.U013800.1.p	Glyma.U013800	GRAS
Glyma.U014700.1.p	Glyma.U014700	bHLH
Glyma.U015500.1.p	Glyma.U015500	bHLH
Glyma.U015800.1.p	Glyma.U015800	SBP
Glyma.U015800.2.p	Glyma.U015800	SBP
Glyma.U018600.1.p	Glyma.U018600	bZIP
Glyma.U018600.2.p	Glyma.U018600	bZIP
Glyma.U018600.3.p	Glyma.U018600	bZIP
Glyma.U018600.4.p	Glyma.U018600	bZIP
Glyma.U020900.1.p	Glyma.U020900	LBD
Glyma.U021300.1.p	Glyma.U021300	Dof
Glyma.U021300.2.p	Glyma.U021300	Dof
Glyma.U025800.1.p	Glyma.U025800	SBP
Glyma.U029500.1.p	Glyma.U029500	bZIP
Glyma.U035800.1.p	Glyma.U035800	bHLH
Glyma.U037800.1.p	Glyma.U037800	bHLH
Glyma.01G002100.1.p	Glyma.01G002100	ARF
Glyma.01G002100.2.p	Glyma.01G002100	ARF
Glyma.01G103500.1.p	Glyma.01G103500	ARF
Glyma.01G103500.2.p	Glyma.01G103500	ARF
Glyma.02G239600.1.p	Glyma.02G239600	ARF
Glyma.02G239600.2.p	Glyma.02G239600	ARF
Glyma.02G239600.3.p	Glyma.02G239600	ARF
Glyma.02G239600.4.p	Glyma.02G239600	ARF
Glyma.02G239600.5.p	Glyma.02G239600	ARF
Glyma.02G281700.1.p	Glyma.02G281700	ARF
Glyma.02G281700.2.p	Glyma.02G281700	ARF
Glyma.02G281700.3.p	Glyma.02G281700	ARF
Glyma.03G070500.1.p	Glyma.03G070500	ARF
Glyma.03G070500.2.p	Glyma.03G070500	ARF
Glyma.03G208800.1.p	Glyma.03G208800	ARF
Glyma.03G258300.1.p	Glyma.03G258300	ARF
Glyma.04G200600.1.p	Glyma.04G200600	ARF
Glyma.04G200600.2.p	Glyma.04G200600	ARF
Glyma.04G254200.1.p	Glyma.04G254200	ARF
Glyma.05G143800.1.p	Glyma.05G143800	ARF
Glyma.05G143800.2.p	Glyma.05G143800	ARF
Glyma.05G200800.1.p	Glyma.05G200800	ARF
Glyma.05G200800.2.p	Glyma.05G200800	ARF
Glyma.05G200800.3.p	Glyma.05G200800	ARF
Glyma.05G200800.4.p	Glyma.05G200800	ARF
Glyma.05G200800.5.p	Glyma.05G200800	ARF
Glyma.05G221300.1.p	Glyma.05G221300	ARF
Glyma.05G221300.2.p	Glyma.05G221300	ARF
Glyma.05G221300.3.p	Glyma.05G221300	ARF
Glyma.06G164900.1.p	Glyma.06G164900	ARF
Glyma.06G164900.2.p	Glyma.06G164900	ARF
Glyma.07G054800.1.p	Glyma.07G054800	ARF
Glyma.07G054800.2.p	Glyma.07G054800	ARF
Glyma.07G054800.3.p	Glyma.07G054800	ARF
Glyma.07G054800.4.p	Glyma.07G054800	ARF
Glyma.07G130400.1.p	Glyma.07G130400	ARF
Glyma.07G130400.2.p	Glyma.07G130400	ARF
Glyma.07G130400.3.p	Glyma.07G130400	ARF
Glyma.07G134800.1.p	Glyma.07G134800	ARF
Glyma.07G202200.1.p	Glyma.07G202200	ARF
Glyma.07G272800.1.p	Glyma.07G272800	ARF
Glyma.08G008100.1.p	Glyma.08G008100	ARF
Glyma.08G008100.2.p	Glyma.08G008100	ARF
Glyma.08G027800.1.p	Glyma.08G027800	ARF
Glyma.08G027800.2.p	Glyma.08G027800	ARF
Glyma.08G100100.1.p	Glyma.08G100100	ARF
Glyma.08G100100.2.p	Glyma.08G100100	ARF
Glyma.09G072200.1.p	Glyma.09G072200	ARF
Glyma.10G053500.1.p	Glyma.10G053500	ARF
Glyma.10G210600.1.p	Glyma.10G210600	ARF
Glyma.11G145500.1.p	Glyma.11G145500	ARF
Glyma.11G204200.1.p	Glyma.11G204200	ARF
Glyma.11G204200.2.p	Glyma.11G204200	ARF
Glyma.12G071000.1.p	Glyma.12G071000	ARF
Glyma.12G071000.2.p	Glyma.12G071000	ARF
Glyma.12G076200.1.p	Glyma.12G076200	ARF
Glyma.12G164100.1.p	Glyma.12G164100	ARF
Glyma.12G171000.1.p	Glyma.12G171000	ARF
Glyma.12G171000.2.p	Glyma.12G171000	ARF
Glyma.12G171000.3.p	Glyma.12G171000	ARF
Glyma.12G171000.4.p	Glyma.12G171000	ARF
Glyma.12G171000.5.p	Glyma.12G171000	ARF
Glyma.12G171000.6.p	Glyma.12G171000	ARF
Glyma.12G171000.7.p	Glyma.12G171000	ARF
Glyma.12G171000.8.p	Glyma.12G171000	ARF
Glyma.12G171000.9.p	Glyma.12G171000	ARF
Glyma.12G174100.1.p	Glyma.12G174100	ARF
Glyma.13G084700.1.p	Glyma.13G084700	ARF
Glyma.13G112600.1.p	Glyma.13G112600	ARF
Glyma.13G140600.1.p	Glyma.13G140600	ARF
Glyma.13G140600.2.p	Glyma.13G140600	ARF
Glyma.13G174000.1.p	Glyma.13G174000	ARF
Glyma.13G174000.2.p	Glyma.13G174000	ARF
Glyma.13G174000.3.p	Glyma.13G174000	ARF
Glyma.13G221400.1.p	Glyma.13G221400	ARF
Glyma.13G221400.2.p	Glyma.13G221400	ARF
Glyma.13G234200.1.p	Glyma.13G234200	ARF
Glyma.13G325200.1.p	Glyma.13G325200	ARF
Glyma.13G328000.1.p	Glyma.13G328000	ARF
Glyma.14G032700.1.p	Glyma.14G032700	ARF
Glyma.14G032700.2.p	Glyma.14G032700	ARF
Glyma.14G166500.1.p	Glyma.14G166500	ARF
Glyma.14G208500.1.p	Glyma.14G208500	ARF
Glyma.14G217700.1.p	Glyma.14G217700	ARF
Glyma.15G078800.1.p	Glyma.15G078800	ARF
Glyma.15G091000.1.p	Glyma.15G091000	ARF
Glyma.15G091000.2.p	Glyma.15G091000	ARF
Glyma.15G091000.3.p	Glyma.15G091000	ARF
Glyma.15G091000.4.p	Glyma.15G091000	ARF
Glyma.15G181000.1.p	Glyma.15G181000	ARF
Glyma.15G181000.2.p	Glyma.15G181000	ARF
Glyma.16G000300.1.p	Glyma.16G000300	ARF
Glyma.16G023600.1.p	Glyma.16G023600	ARF
Glyma.16G023600.2.p	Glyma.16G023600	ARF
Glyma.16G023600.3.p	Glyma.16G023600	ARF
Glyma.17G047100.1.p	Glyma.17G047100	ARF
Glyma.17G256500.1.p	Glyma.17G256500	ARF
Glyma.18G046800.1.p	Glyma.18G046800	ARF
Glyma.18G184500.1.p	Glyma.18G184500	ARF
Glyma.18G184500.2.p	Glyma.18G184500	ARF
Glyma.18G184500.3.p	Glyma.18G184500	ARF
Glyma.19G181900.1.p	Glyma.19G181900	ARF
Glyma.19G206100.1.p	Glyma.19G206100	ARF
Glyma.20G180000.1.p	Glyma.20G180000	ARF
Glyma.U019800.1.p	Glyma.U019800	ARF
Glyma.U019800.2.p	Glyma.U019800	ARF
Glyma.U019800.3.p	Glyma.U019800	ARF
Glyma.01G133000.1.p	Glyma.01G133000	B3
Glyma.01G133000.2.p	Glyma.01G133000	B3
Glyma.01G244800.1.p	Glyma.01G244800	B3
Glyma.01G244800.2.p	Glyma.01G244800	B3
Glyma.02G200500.1.p	Glyma.02G200500	B3
Glyma.02G236400.1.p	Glyma.02G236400	B3
Glyma.02G237500.1.p	Glyma.02G237500	B3
Glyma.02G237500.2.p	Glyma.02G237500	B3
Glyma.02G237500.3.p	Glyma.02G237500	B3
Glyma.02G237500.4.p	Glyma.02G237500	B3
Glyma.02G237500.5.p	Glyma.02G237500	B3
Glyma.02G237500.6.p	Glyma.02G237500	B3
Glyma.03G035200.1.p	Glyma.03G035200	B3
Glyma.03G035200.2.p	Glyma.03G035200	B3
Glyma.03G199000.1.p	Glyma.03G199000	B3
Glyma.03G246400.1.p	Glyma.03G246400	B3
Glyma.03G262200.1.p	Glyma.03G262200	B3
Glyma.03G262200.2.p	Glyma.03G262200	B3
Glyma.03G262200.3.p	Glyma.03G262200	B3
Glyma.03G262200.4.p	Glyma.03G262200	B3
Glyma.03G262200.5.p	Glyma.03G262200	B3
Glyma.04G037800.1.p	Glyma.04G037800	B3
Glyma.04G037900.1.p	Glyma.04G037900	B3
Glyma.04G192400.1.p	Glyma.04G192400	B3
Glyma.04G192400.2.p	Glyma.04G192400	B3
Glyma.04G192400.3.p	Glyma.04G192400	B3
Glyma.04G257000.1.p	Glyma.04G257000	B3
Glyma.06G038900.1.p	Glyma.06G038900	B3
Glyma.06G038900.2.p	Glyma.06G038900	B3
Glyma.06G038900.3.p	Glyma.06G038900	B3
Glyma.06G038900.4.p	Glyma.06G038900	B3
Glyma.06G220000.1.p	Glyma.06G220000	B3
Glyma.07G048200.1.p	Glyma.07G048200	B3
Glyma.07G048200.2.p	Glyma.07G048200	B3
Glyma.07G048200.3.p	Glyma.07G048200	B3
Glyma.07G157300.1.p	Glyma.07G157300	B3
Glyma.07G163700.1.p	Glyma.07G163700	B3
Glyma.07G163700.2.p	Glyma.07G163700	B3
Glyma.07G163700.3.p	Glyma.07G163700	B3
Glyma.07G224100.1.p	Glyma.07G224100	B3
Glyma.07G224100.2.p	Glyma.07G224100	B3
Glyma.07G224100.3.p	Glyma.07G224100	B3
Glyma.07G224100.4.p	Glyma.07G224100	B3
Glyma.08G339100.1.p	Glyma.08G339100	B3
Glyma.08G339200.1.p	Glyma.08G339200	B3
Glyma.08G357600.1.p	Glyma.08G357600	B3
Glyma.08G357600.2.p	Glyma.08G357600	B3
Glyma.08G357600.3.p	Glyma.08G357600	B3
Glyma.09G102700.1.p	Glyma.09G102700	B3
Glyma.09G114900.1.p	Glyma.09G114900	B3
Glyma.09G117200.1.p	Glyma.09G117200	B3
Glyma.09G117200.2.p	Glyma.09G117200	B3
Glyma.09G117500.1.p	Glyma.09G117500	B3
Glyma.09G194300.1.p	Glyma.09G194300	B3
Glyma.10G076100.1.p	Glyma.10G076100	B3
Glyma.10G281100.1.p	Glyma.10G281100	B3
Glyma.10G281200.1.p	Glyma.10G281200	B3
Glyma.10G281300.1.p	Glyma.10G281300	B3
Glyma.11G124100.1.p	Glyma.11G124100	B3
Glyma.11G124100.2.p	Glyma.11G124100	B3
Glyma.11G124100.3.p	Glyma.11G124100	B3
Glyma.11G124100.4.p	Glyma.11G124100	B3
Glyma.11G124100.5.p	Glyma.11G124100	B3
Glyma.11G124200.1.p	Glyma.11G124200	B3
Glyma.11G124200.2.p	Glyma.11G124200	B3
Glyma.11G124200.3.p	Glyma.11G124200	B3
Glyma.11G124200.4.p	Glyma.11G124200	B3
Glyma.11G124300.1.p	Glyma.11G124300	B3
Glyma.11G124300.2.p	Glyma.11G124300	B3
Glyma.11G125200.1.p	Glyma.11G125200	B3
Glyma.11G125200.2.p	Glyma.11G125200	B3
Glyma.11G125200.3.p	Glyma.11G125200	B3
Glyma.11G125200.4.p	Glyma.11G125200	B3
Glyma.11G125200.5.p	Glyma.11G125200	B3
Glyma.11G125200.6.p	Glyma.11G125200	B3
Glyma.11G125200.7.p	Glyma.11G125200	B3
Glyma.11G125200.8.p	Glyma.11G125200	B3
Glyma.11G197900.1.p	Glyma.11G197900	B3
Glyma.11G197900.2.p	Glyma.11G197900	B3
Glyma.11G198800.1.p	Glyma.11G198800	B3
Glyma.12G048500.1.p	Glyma.12G048500	B3
Glyma.12G048500.2.p	Glyma.12G048500	B3
Glyma.12G048500.3.p	Glyma.12G048500	B3
Glyma.12G048600.1.p	Glyma.12G048600	B3
Glyma.12G048600.2.p	Glyma.12G048600	B3
Glyma.12G048600.3.p	Glyma.12G048600	B3
Glyma.12G048700.1.p	Glyma.12G048700	B3
Glyma.12G049900.1.p	Glyma.12G049900	B3
Glyma.13G058500.1.p	Glyma.13G058500	B3
Glyma.13G245900.1.p	Glyma.13G245900	B3
Glyma.14G055700.1.p	Glyma.14G055700	B3
Glyma.14G079100.1.p	Glyma.14G079100	B3
Glyma.14G079100.2.p	Glyma.14G079100	B3
Glyma.14G079100.3.p	Glyma.14G079100	B3
Glyma.14G079100.4.p	Glyma.14G079100	B3
Glyma.14G079100.5.p	Glyma.14G079100	B3
Glyma.14G079100.6.p	Glyma.14G079100	B3
Glyma.14G079100.7.p	Glyma.14G079100	B3
Glyma.14G079200.1.p	Glyma.14G079200	B3
Glyma.14G204400.1.p	Glyma.14G204400	B3
Glyma.14G204400.2.p	Glyma.14G204400	B3
Glyma.14G204400.3.p	Glyma.14G204400	B3
Glyma.14G204400.4.p	Glyma.14G204400	B3
Glyma.14G204400.5.p	Glyma.14G204400	B3
Glyma.15G067900.1.p	Glyma.15G067900	B3
Glyma.16G017100.1.p	Glyma.16G017100	B3
Glyma.16G017100.2.p	Glyma.16G017100	B3
Glyma.16G017100.3.p	Glyma.16G017100	B3
Glyma.16G017100.4.p	Glyma.16G017100	B3
Glyma.16G046700.1.p	Glyma.16G046700	B3
Glyma.16G046700.2.p	Glyma.16G046700	B3
Glyma.16G050300.1.p	Glyma.16G050300	B3
Glyma.17G175500.1.p	Glyma.17G175500	B3
Glyma.17G245900.1.p	Glyma.17G245900	B3
Glyma.17G245900.2.p	Glyma.17G245900	B3
Glyma.17G246000.1.p	Glyma.17G246000	B3
Glyma.17G246000.2.p	Glyma.17G246000	B3
Glyma.17G246000.3.p	Glyma.17G246000	B3
Glyma.18G052100.1.p	Glyma.18G052100	B3
Glyma.18G052100.2.p	Glyma.18G052100	B3
Glyma.18G052100.3.p	Glyma.18G052100	B3
Glyma.18G052100.4.p	Glyma.18G052100	B3
Glyma.18G052100.5.p	Glyma.18G052100	B3
Glyma.18G079800.1.p	Glyma.18G079800	B3
Glyma.18G155000.1.p	Glyma.18G155000	B3
Glyma.18G155000.2.p	Glyma.18G155000	B3
Glyma.18G155000.3.p	Glyma.18G155000	B3
Glyma.18G155000.4.p	Glyma.18G155000	B3
Glyma.18G176100.1.p	Glyma.18G176100	B3
Glyma.18G176100.2.p	Glyma.18G176100	B3
Glyma.19G100900.1.p	Glyma.19G100900	B3
Glyma.19G105300.1.p	Glyma.19G105300	B3
Glyma.19G196600.1.p	Glyma.19G196600	B3
Glyma.19G261300.1.p	Glyma.19G261300	B3
Glyma.19G261300.2.p	Glyma.19G261300	B3
Glyma.19G261300.3.p	Glyma.19G261300	B3
Glyma.19G261300.4.p	Glyma.19G261300	B3
Glyma.19G261300.5.p	Glyma.19G261300	B3
Glyma.20G008700.1.p	Glyma.20G008700	B3
Glyma.20G008700.2.p	Glyma.20G008700	B3
Glyma.20G008700.3.p	Glyma.20G008700	B3
Glyma.20G035700.1.p	Glyma.20G035700	B3
Glyma.20G035800.1.p	Glyma.20G035800	B3
Glyma.20G107900.1.p	Glyma.20G107900	B3
Glyma.20G108000.1.p	Glyma.20G108000	B3
Glyma.20G108100.1.p	Glyma.20G108100	B3
Glyma.20G108300.1.p	Glyma.20G108300	B3
Glyma.20G108400.1.p	Glyma.20G108400	B3
Glyma.01G022500.1.p	Glyma.01G022500	AP2
Glyma.01G188400.1.p	Glyma.01G188400	AP2
Glyma.01G188400.2.p	Glyma.01G188400	AP2
Glyma.01G188400.3.p	Glyma.01G188400	AP2
Glyma.01G188400.4.p	Glyma.01G188400	AP2
Glyma.01G188400.5.p	Glyma.01G188400	AP2
Glyma.01G195900.1.p	Glyma.01G195900	AP2
Glyma.01G195900.2.p	Glyma.01G195900	AP2
Glyma.02G207100.1.p	Glyma.02G207100	AP2
Glyma.03G177500.1.p	Glyma.03G177500	AP2
Glyma.04G047900.1.p	Glyma.04G047900	AP2
Glyma.04G154900.1.p	Glyma.04G154900	AP2
Glyma.05G091200.1.p	Glyma.05G091200	AP2
Glyma.05G108600.1.p	Glyma.05G108600	AP2
Glyma.05G108600.3.p	Glyma.05G108600	AP2
Glyma.05G108600.4.p	Glyma.05G108600	AP2
Glyma.06G049200.1.p	Glyma.06G049200	AP2
Glyma.06G225200.1.p	Glyma.06G225200	AP2
Glyma.07G021000.1.p	Glyma.07G021000	AP2
Glyma.07G021000.2.p	Glyma.07G021000	AP2
Glyma.07G038200.1.p	Glyma.07G038200	AP2
Glyma.07G199700.1.p	Glyma.07G199700	AP2
Glyma.08G220800.1.p	Glyma.08G220800	AP2
Glyma.08G220800.2.p	Glyma.08G220800	AP2
Glyma.08G227700.1.p	Glyma.08G227700	AP2
Glyma.08G227700.2.p	Glyma.08G227700	AP2
Glyma.08G279000.1.p	Glyma.08G279000	AP2
Glyma.08G279000.2.p	Glyma.08G279000	AP2
Glyma.08G297000.1.p	Glyma.08G297000	AP2
Glyma.09G199800.1.p	Glyma.09G199800	AP2
Glyma.09G240400.1.p	Glyma.09G240400	AP2
Glyma.09G248200.1.p	Glyma.09G248200	AP2
Glyma.09G248200.2.p	Glyma.09G248200	AP2
Glyma.10G171400.1.p	Glyma.10G171400	AP2
Glyma.11G045800.1.p	Glyma.11G045800	AP2
Glyma.11G045800.2.p	Glyma.11G045800	AP2
Glyma.11G131900.1.p	Glyma.11G131900	AP2
Glyma.11G131900.2.p	Glyma.11G131900	AP2
Glyma.11G131900.3.p	Glyma.11G131900	AP2
Glyma.11G131900.4.p	Glyma.11G131900	AP2
Glyma.12G056300.1.p	Glyma.12G056300	AP2
Glyma.12G056300.2.p	Glyma.12G056300	AP2
Glyma.12G073300.1.p	Glyma.12G073300	AP2
Glyma.12G073300.3.p	Glyma.12G073300	AP2
Glyma.13G096900.1.p	Glyma.13G096900	AP2
Glyma.13G329700.1.p	Glyma.13G329700	AP2
Glyma.13G329700.4.p	Glyma.13G329700	AP2
Glyma.14G089200.1.p	Glyma.14G089200	AP2
Glyma.15G044400.1.p	Glyma.15G044400	AP2
Glyma.15G221600.1.p	Glyma.15G221600	AP2
Glyma.16G007400.1.p	Glyma.16G007400	AP2
Glyma.16G007400.2.p	Glyma.16G007400	AP2
Glyma.17G062600.2.p	Glyma.17G062600	AP2
Glyma.17G070800.1.p	Glyma.17G070800	AP2
Glyma.17G158300.1.p	Glyma.17G158300	AP2
Glyma.17G158300.2.p	Glyma.17G158300	AP2
Glyma.17G158300.3.p	Glyma.17G158300	AP2
Glyma.17G170300.1.p	Glyma.17G170300	AP2
Glyma.17G170300.2.p	Glyma.17G170300	AP2
Glyma.18G125200.1.p	Glyma.18G125200	AP2
Glyma.18G148000.1.p	Glyma.18G148000	AP2
Glyma.18G256000.1.p	Glyma.18G256000	AP2
Glyma.19G178200.1.p	Glyma.19G178200	AP2
Glyma.19G178200.2.p	Glyma.19G178200	AP2
Glyma.19G178200.3.p	Glyma.19G178200	AP2
Glyma.U022100.1.p	Glyma.U022100	AP2
Glyma.U022100.5.p	Glyma.U022100	AP2
Glyma.U022100.6.p	Glyma.U022100	AP2
Glyma.U022100.7.p	Glyma.U022100	AP2
Glyma.U022100.8.p	Glyma.U022100	AP2
Glyma.U037700.1.p	Glyma.U037700	AP2
Glyma.U037700.2.p	Glyma.U037700	AP2
Glyma.U037700.3.p	Glyma.U037700	AP2
Glyma.17G062600.1.p	Glyma.17G062600	AP2
Glyma.03G136100.2.p	Glyma.03G136100	AP2
Glyma.03G136100.3.p	Glyma.03G136100	AP2
Glyma.03G136100.4.p	Glyma.03G136100	AP2
Glyma.03G136100.1.p	Glyma.03G136100	AP2
Glyma.19G138000.2.p	Glyma.19G138000	AP2
Glyma.19G138000.1.p	Glyma.19G138000	AP2
Glyma.02G185200.2.p	Glyma.02G185200	AP2
Glyma.02G185200.1.p	Glyma.02G185200	AP2
Glyma.U022100.2.p	Glyma.U022100	AP2
Glyma.U022100.3.p	Glyma.U022100	AP2
Glyma.U022100.4.p	Glyma.U022100	AP2
Glyma.12G073300.2.p	Glyma.12G073300	AP2
Glyma.12G073300.4.p	Glyma.12G073300	AP2
Glyma.13G329700.2.p	Glyma.13G329700	AP2
Glyma.13G329700.3.p	Glyma.13G329700	AP2
Glyma.19G138000.3.p	Glyma.19G138000	AP2
